OID_,MapTaxlot,instName,Shape_Length,Shape_Area
316,51019AC01000,Cannon Beach,1384.694185953040233,59636.848137151697301
317,51019AC01100,Cannon Beach,398.907023834893835,10087.963236518040503
318,51019AC01200,Cannon Beach,1477.055362638560837,61260.471498759456153
319,51019AC01500,Cannon Beach,1576.422843393573658,67904.039248767177924
320,51019AC01600,Cannon Beach,1722.323947168186578,105261.184606104565319
321,51019AC01900,Cannon Beach,1944.040400681643405,112727.074035462181200
322,51019AC02000,Cannon Beach,576.678240860694928,9004.758043378677030
323,51019AC02100,Cannon Beach,1325.318985361963314,74700.382397289926303
324,51019AC02500,Cannon Beach,983.454273848217326,2433.371587085125611
325,51019AC02600,Cannon Beach,1058.332004723495174,23860.705064765916177
328,51019AD00100,Cannon Beach,192.624590949792491,2100.476162309483243
329,51019AD00200,Cannon Beach,173.589163377482123,1624.606981170892595
330,51019AD00201,Cannon Beach,78.333184120789653,242.113738407335205
331,51019AD00300,Cannon Beach,300.000245372547738,5000.024834984802510
332,51019AD00301,Cannon Beach,432.408287188815734,8141.557268849128377
333,51019AD00302,Cannon Beach,300.000245344110112,5000.020014727567286
334,51019AD00303,Cannon Beach,499.999742703094398,14999.974214684010803
335,51019AD00304,Cannon Beach,340.183920488690148,4801.946033222893675
336,51019AD00305,Cannon Beach,299.999210568479668,4999.973980535834016
337,51019AD00306,Cannon Beach,299.228927006759648,4986.916459473376563
338,51019AD00307,Cannon Beach,319.544076170438927,5986.334138933202667
339,51019AD00311,Cannon Beach,299.563599012537622,4989.050003416755317
340,51019AD00312,Cannon Beach,280.093157193362629,4412.465428236826483
341,51019AD00314,Cannon Beach,259.998140190940660,3999.934744405627043
342,51019AD00400,Cannon Beach,399.595009838713736,9979.749530594985117
343,51019AD00500,Cannon Beach,390.396671209280044,9853.909531078415966
344,51019AD00600,Cannon Beach,329.336563668617487,5606.254311223638979
345,51019AD00700,Cannon Beach,300.000245358183747,5000.024834997990183
346,51019AD00701,Cannon Beach,300.002244137054049,5000.074804843855418
347,51019AD00702,Cannon Beach,299.998246609109628,4999.924897436367246
348,51019AD00703,Cannon Beach,300.001209333339887,5000.023949894884936
349,51019AD00800,Cannon Beach,300.000245387967368,5000.024835742586220
350,51019AD00905,Cannon Beach,499.999742700127115,14999.972796428766742
351,51019AD00902,Cannon Beach,399.998994639726561,9999.949732421162480
352,51019AD00903,Cannon Beach,400.000993432948292,10000.049671485172439
353,51019AD00904,Cannon Beach,300.000245373603320,5000.024835011192408
354,51019AD01000,Cannon Beach,300.000245373603377,5000.024835396678100
355,51019AD10000,Cannon Beach,300.002244107270428,5000.074803740156312
356,51019AD10100,Cannon Beach,300.000245387979930,4999.974866641317021
357,51019AD10200,Cannon Beach,300.001209338327328,5000.048048558229311
358,51019AD10300,Cannon Beach,299.999210553060095,4999.973980137153376
359,51019AD10400,Cannon Beach,300.000245358183747,5000.024834997990183
360,51019AD10500,Cannon Beach,299.998246624529258,4999.924898194150956
361,51019AD10600,Cannon Beach,300.000245372632321,5000.023986414003048
362,51019AD10700,Cannon Beach,399.695088614526810,9984.773617241819011
363,51019AD10702,Cannon Beach,199.644941233808169,2491.123469274308718
364,51019AD10703,Cannon Beach,300.000245342776680,5000.024834240206474
365,51019AD10704,Cannon Beach,199.662929921597879,2491.573358055952212
366,51019AD10800,Cannon Beach,299.799804952565864,4995.019806400339803
367,51019AD10801,Cannon Beach,299.779746862012530,4994.503471375794106
368,51019AD10802,Cannon Beach,299.757760660875476,4993.903964304068722
369,51019AD10890,Cannon Beach,399.730172863366192,9986.509447866394112
370,51019AD10900,Cannon Beach,400.001493098427375,7500.074729156588546
371,51019AD10901,Cannon Beach,399.836135806049867,7487.688795505860980
372,51019AD01100,Cannon Beach,300.000245373603377,5000.024835396678100
373,51019AD11000,Cannon Beach,300.000504068738962,5000.037548732997493
374,51019AD11001,Cannon Beach,300.001209322907414,5000.048048185938569
375,51019AD11002,Cannon Beach,300.000245387967368,5000.024835742586220
376,51019AD11003,Cannon Beach,299.998246623473619,4999.924897782268090
377,51019AD01101,Cannon Beach,299.999210553060095,4999.973980137153376
378,51019AD01102,Cannon Beach,299.999210553060095,4999.973980137153376
379,51019AD11100,Cannon Beach,300.001209317920143,5000.023949496204295
380,51019AD11101,Cannon Beach,300.001209317920143,5000.023949496204295
381,51019AD11200,Cannon Beach,300.002244091850798,5000.074803341468396
382,51019AD11300,Cannon Beach,300.000245358183747,5000.024834997990183
383,51019AD11301,Cannon Beach,300.000245372547738,5000.024834984802510
384,51019AD11302,Cannon Beach,399.999958634234133,10000.022915585046576
385,51019AD11303,Cannon Beach,299.998246609109628,4999.924897436367246
386,51019AD01200,Cannon Beach,300.000245372547738,5000.024834984802510
387,51019AD01300,Cannon Beach,399.998994669510182,9999.949733910347277
388,51019AD01400,Cannon Beach,300.000174517430196,4999.997193684197555
389,51019AD01401,Cannon Beach,300.000245342764174,5000.024834240206474
390,51019AD01500,Cannon Beach,300.000245381840045,5000.012785274234375
391,51019AD01600,Cannon Beach,299.998246653257240,4999.924899271445611
392,51019AD01601,Cannon Beach,300.000245372547738,5000.024834984802510
393,51019AD01700,Cannon Beach,299.999210553060095,4999.973980137153376
394,51019AD01701,Cannon Beach,300.000245358183747,5000.024834638894390
395,51019AD01800,Cannon Beach,299.999210568479725,4999.973980894937085
396,51019AD01900,Cannon Beach,299.998246623473619,4999.924897782268090
397,51019AD01901,Cannon Beach,300.000245373603320,5000.024835396678100
398,51019AD01902,Cannon Beach,300.000245373603320,5000.024835396678100
399,51019AD02000,Cannon Beach,300.000245372547738,5000.024834984802510
400,51019AD02100,Cannon Beach,300.000245387967368,5000.024835742586220
401,51019AD02200,Cannon Beach,299.998246624529258,4999.924898194150956
402,51019AD02300,Cannon Beach,300.000245342764174,5000.024834240206474
403,51019AD02400,Cannon Beach,300.000245387967368,5000.024835742586220
404,51019AD02401,Cannon Beach,299.998246638893249,4999.924898540051800
405,51019AD02500,Cannon Beach,300.000245358183747,5000.024834638894390
406,51019AD02600,Cannon Beach,300.000245342764174,5000.024834240206474
407,51019AD02700,Cannon Beach,299.998246609109628,4999.924897795470315
408,51019AD02800,Cannon Beach,299.999210587489870,4999.948110829310281
409,51019AD02900,Cannon Beach,300.002244137054049,5000.074804843855418
410,51019AD03000,Cannon Beach,300.002244108326011,5000.074804138844229
411,51019AD03100,Cannon Beach,199.999497327579348,2499.987432954965243
412,51019AD03200,Cannon Beach,199.999497312159747,2499.987432569472276
413,51019AD03300,Cannon Beach,300.002244091850798,5000.074803341468396
414,51019AD03400,Cannon Beach,250.002904895082395,2500.089141961735550
415,51019AD03500,Cannon Beach,250.000835321789594,2499.985662503220738
416,51019AD03600,Cannon Beach,300.002244108326011,5000.074803766546211
417,51019AD03601,Cannon Beach,300.000245389252484,4999.977542104231361
418,51019AD03700,Cannon Beach,299.999210573125879,4999.948110842512506
419,51019AD03800,Cannon Beach,300.000245342764174,5000.024834240206474
420,51019AD03900,Cannon Beach,300.000245373603377,5000.024835396678100
421,51019AD04000,Cannon Beach,299.998246638893249,4999.924898540051800
422,51019AD04100,Cannon Beach,300.000245372547738,5000.024834984802510
423,51019AD04200,Cannon Beach,300.000245358183747,5000.024834638894390
